,Top Nouns,빈도수
11096,준히/EC,1
11097,주시/NNG,1
11098,이백/NR,1
11099,퍼욤/NNB,1
11100,지겟지/EC,1
11101,제번/NNG,1
11102,저렴히잘/NNG,1
11103,간해/NNG,1
11104,뜻기/NNG,1
11105,요오/EC,1
11106,배송꼼꼼히/NNG,1
11107,씁습하/VA,1
11108,니ㅋ/EC,1
11109,화살/NNG,1
11110,죠아요/MAG,1
11111,오오오/EC,1
11112,프로듀스/NNP,1
11113,개입이/EC,1
11114,닌/NNP,1
11115,지난/NNG,1
11116,으스스/MAG,1
11117,쵸/EC,1
11118,기정량/NNG,1
11119,쫀맛/NNG,1
11120,ㄴ포/EC,1
11121,일시/NNG,1
11122,덜더부룩하/VV,1
11123,좀비/NNG,1
11124,설레발치기/NNG,1
11125,롭스/NNG,1
11126,카드사/NNG,1
11127,청구/NNG,1
11128,몇백/NR,1
11129,운동시/NNG,1
11130,때즈음/NNG,1
11131,안가라앉/VA,1
11132,입니당/IC,1
11133,꿀완벽/NNG,1
11134,완전체/NNG,1
11135,후기남기겟음/NNG,1
11136,울/NP,1
11137,른네/EF,1
11138,텁텁요상하/VV,1
11139,흐미/MAG,1
11140,돈아까/NNG,1
11141,그머지/NNG,1
11142,석가리석가래/MAG,1
11143,쪽족/MAG,1
11144,구매쟁/NNG,1
11145,습/EC,1
11146,요마니/EC,1
11147,부부이제/NNG,1
11148,요리모/NNG,1
11149,햐요/EF,1
11150,아연/NNG,1
11151,남자친구/NNP,1
11152,사용기진득/NNG,1
11153,생식벌/NNG,1
11154,꿀스틱/SN,1
11155,용맛/NNG,1
11156,사용기숟가락/NNG,1
11157,ㄴ데데/EC,1
11158,개사/NNG,1
11159,꺼애/VV,1
11160,ㅔ/MAG,1
11161,드렷더니/NNG,1
11162,을구/NNP,1
11163,용짱/JX,1
11164,꿀몇/SN,1
11165,아쥬/MAG,1
11166,ㅋㅋ헤헤/NNG,1
11167,요살/NNG,1
11168,딸램/NNP,1
11169,꺼나/NNG,1
11170,풍부/NNG,1
11171,꿀꿀/EF,1
11172,최소자/SL,1
11173,절추/NNG,1
11174,하나하/VA,1
11175,먹엇수/VV,1
11176,함신/NNG,1
11177,발장/NNG,1
11178,사용기휴대간/VV,1
11179,느과/NNG,1
11180,덧거/NNG,1
11181,잔타/VV,1
11182,뷰티/NNG,1
11183,읏/EC,1
11184,넉요/EF,1
11185,래용/EF,1
11186,뇨/VV,1
11187,푸석하/VA,1
11188,베리베리/NNG,1
11189,움큼/NNB,1
11190,편가/NNG,1
11191,ㅏ아아아나/NNG,1
11192,아중/NNG,1
11193,끼어잇/VV,1
11194,하루벌꿀/EC,1
11195,지갑/NNG,1
11196,존맛탱임니당/NNG,1
11197,요들/VV,1
11198,가격이원/NNG,1
11199,기확/NNG,1
11200,실히/NNG,1
11201,굿조/VV,1
11202,을려니/ETM,1
11203,휠/NNG,1
11204,ㅋ담번/NNG,1
11205,사갓유통/NNG,1
11206,조용히/MAG,1
11207,대박나세/NNG,1
11208,캠프/NNG,1
11209,는다니시/EC,1
11210,배리굿/NNG,1
11211,톡특하/VV,1
11212,조제되/VV,1
11213,추출되/VV,1
11214,넘깔끔/NNG,1
11215,쫭인/NNG,1
11216,하갛/VV,1
11217,후루룩짭/NNG,1
11218,짭후/NNG,1
11219,룩/NNG,1
11220,짭짭/NNG,1
11221,에이블/NNP,1
11222,기더졷/NNG,1
11223,윧/NNG,1
11224,러루/NNG,1
11225,모형/NNG,1
11226,우짜/VV,1
11227,뀨울맛/NNG,1
11228,아서요/NNG,1
11229,일반벌꿀맛/NNG,1
11230,구매맛/VA,1
11231,파우치당/NNG,1
11232,특위/NNG,1
11233,내려지/VV,1
11234,종류사서/NNG,1
11235,과제/NNG,1
11236,필요햐/NNG,1
11237,존맛탱진/NNG,1
11238,꼼껌/NNG,1
11239,사과딸기/EC,1
11240,먼제/NNG,1
11241,훈연향/NNG,1
11242,종세하/VV,1
11243,위보호/NNG,1
11244,기마트/NNG,1
11245,기벌/VV,1
11246,사용기뀨/NNG,1
11247,구매뀨/NNG,1
11248,위도/NNG,1
11249,다읍/NNG,1
11250,매다/VV,1
11251,햐요/IC,1
11252,구매고아/NNG,1
11253,포장벌/NNG,1
11254,이/MAG,1
11255,것저것/MAG,1
11256,다라구/EF,1
11257,ㄴ데ㅋ/EC,1
11258,임닷/NNG,1
11259,아직안/VV,1
11260,당춘저/NNG,1
11261,픽하/VV,1
11262,곫프가/NNG,1
11263,때스틱/NNG,1
11264,구매음/NNG,1
11265,생필품/NNG,1
11266,농가/NNG,1
11267,미술/NNG,1
11268,사용기신랑/NNG,1
11269,족도/NNG,1
11270,한포씨규/NNG,1
11271,위염약/NNG,1
11272,속달래기/NNG,1
11273,죠스틱/NNG,1
11274,와르르/MAG,1
11275,갈수록/MAG,1
11276,케쳡/NNG,1
11277,막판/NNG,1
11278,모태/NNG,1
11279,곰팡이/NNG,1
11280,구매점점/NNG,1
11281,우왕최고/NNG,1
11282,으기/EC,1
11283,고오급지/NNG,1
11284,용안/NNG,1
11285,만조게/NNG,1
11286,요마/NNG,1
11287,가루물/NNG,1
11288,욬ㅋㅋㅋ/NNG,1
11289,들어읶/VV,1
11290,허기/NNG,1
11291,신랑거/NNG,1
11292,사용기여기/NNG,1
11293,전출/NNG,1
11294,꾸준이/MAG,1
11295,아어다/EC,1
11296,너어텉/EF,1
11297,빠루/VV,1
11298,혼족/NNG,1
11299,물어/NNG,1
11300,강황/NNG,1
11301,는다며/EC,1
11302,구매일포/NNG,1
11303,꿀온수/NNG,1
11304,강정/NNG,1
11305,매혼/NNG,1
11306,먹기편리/NNG,1
11307,개결표장/NNG,1
11308,아싀/NNG,1
11309,요꾸/NNG,1
11310,여끼꺼/NNG,1
11311,떠름/EC,1
11312,숙성도/NNG,1
11313,쌀끔하/VV,1
11314,재구매너무/VV,1
11315,참조아/NNG,1
11316,시럽뿌리/VV,1
11317,하늘/NNG,1
11318,땅차이/NNG,1
11319,매매달/NNG,1
11320,사용기눈/MAG,1
11321,재구매맘/VV,1
11322,꾸린내/NNG,1
11323,됫구/NNG,1
11324,아기도/NNG,1
11325,추찬/EC,1
11326,아이기침/NNG,1
11327,태명/NNG,1
11328,연관되/VV,1
11329,멤버쉽/NNG,1
11330,언저리/NNG,1
11331,훈연/NNG,1
11332,빨랏/VV,1
11333,당땡/SS,1
11334,굽/NNG,1
11335,파손품/NNG,1
11336,강려크/NNG,1
11337,춧현/NNG,1
11338,우리초딩딸/NNG,1
11339,톡디/NNG,1
11340,할인디/NNG,1
11341,할동/NNG,1
11342,재구매통/NNG,1
11343,엌/EC,1
11344,쬐금/MAG,1
11345,폄/SS,1
11346,꿀피나무/VV,1
11347,꿀피/NNG,1
11348,울식구/NNG,1
11349,용포/EC,1
11350,요포/JX,1
11351,음밤/EC,1
11352,감로제/NNG,1
11353,피나무감/NNG,1
11354,입문자분/NNG,1
11355,피나무/NNP,1
11356,파세욤/NNG,1
11357,한약먹이/NNG,1
11358,더르/VA,1
11359,사용기저/NNG,1
11360,비상시/NNG,1
11361,꽈/NNG,1
11362,유제품/NNG,1
11363,차나/VV,1
11364,마싰/VV,1
11365,하/EF,1
11366,푠히/NNG,1
11367,사용기남친/NNG,1
11368,저련/NNG,1
11369,당춘전/NNG,1
11370,까끔/NNG,1
11371,ㄱ요/NNG,1
11372,고갈/NNG,1
11373,라벨기/NNG,1
11374,출력하/VV,1
11375,호전하/VV,1
11376,향세/NNG,1
11377,졋네영/EF,1
11378,감싸이/VV,1
11379,먹응션/NNG,1
11380,환절기템/NNG,1
11381,종이백도/NNG,1
11382,쇼핑백추/NNG,1
11383,쇼핑백포장/NNG,1
11384,ㄹ까라능/EC,1
11385,요회/EC,1
11386,되보/VV,1
11387,구매꾸덕/NNG,1
11388,그릏/VA,1
11389,힘안/NNG,1
11390,아야만/EC,1
11391,국산천연벌꿀허니스틱/NNG,1
11392,밤꿀젤/VA,1
11393,포잠/NNG,1
11394,아직안/EC,1
11395,어야하/EP,1
11396,작앗/VA,1
11397,오전공복/NNG,1
11398,라던지/JX,1
11399,기상하/VV,1
11400,달꼼히/VA,1
11401,패키지네/NNG,1
11402,엇꿀맛/NNG,1
11403,꼼콤하/VA,1
11404,깔끙/MAG,1
11405,포장력/NNP,1
11406,백포장/NNG,1
11407,암/VV,1
11408,하핫/NNG,1
11409,넣어먹ㅇ/VV,1
11410,곳곳/NNG,1
11411,등사/NNG,1
11412,됴/EC,1
11413,종맛/NNG,1
11414,맘대로/MAG,1
11415,주/NA,1
11416,밤꿀/NR,1
11417,일본인/NNG,1
11418,게도/EC,1
11419,사진슬/NNG,1
11420,퉁퉁/MAG,1
11421,라붓/VV,1
11422,꿀풍미/NNG,1
11423,오라버니/NNG,1
11424,함구매/NNG,1
11425,할인자/VV,1
11426,주하/VV,1
11427,사용기저희/NNG,1
11428,한눈/NNG,1
11429,녹차티/NNG,1
11430,성족/NNG,1
11431,습니다또/EC,1
11432,비쌈/MAG,1
11433,국산천연쿨/EC,1
11434,구구구굿/NNG,1
11435,공부방/NNG,1
11436,어야되/EF,1
11437,기네욤/NNG,1
11438,단건/NNG,1
11439,유달리/MAG,1
11440,단꿀/NNG,1
11441,냐고/EF,1
11442,부녀/NNG,1
11443,굳/XR,1
11444,일일일꿀/NNG,1
11445,사이주/NNG,1
11446,콤팩트/NNG,1
11447,더거니/EC,1
11448,불량이/VV,1
11449,간헐/NNG,1
11450,괜찷/VV,1
11451,기닥/NNG,1
11452,서요/NNG,1
11453,끈덕거리/VV,1
11454,어이/EC,1
11455,ㅋㅋ조/NNG,1
11456,꿀맛이/NNP,1
11457,섴물/NNG,1
11458,핥/VV,1
11459,라네/EF,1
11460,호인/NNG,1
11461,꿀사/VV,1
11462,플레인그릭요거트/NNG,1
11463,나이드니/MAG,1
11464,요목/NNG,1
11465,신빡/NNG,1
11466,항지/EC,1
11467,손작은/NNG,1
11468,몸통/NNG,1
11469,감염/NNG,1
11470,마니먹/VV,1
11471,코로나러/NNG,1
11472,게게/EC,1
11473,ㄹ슈/EC,1
11474,퀵기사/NNG,1
11475,여럿/NNG,1
11476,어무이/NNG,1
11477,맛다양/NNG,1
11478,뚣기/VV,1
11479,하끈/NNG,1
11480,그냥저냥/MAG,1
11481,구매찐/MAG,1
11482,스윗/NNG,1
11483,사용기이지컷/NNG,1
11484,나놓/VV,1
11485,저령/NNG,1
11486,대배소/NNG,1
11487,간펴하/VV,1
11488,쪼끄맣/VA,1
11489,요포당/JX,1
11490,맛도조/VV,1
11491,잔구매/NNG,1
11492,용발렌타인데이/NNG,1
11493,올리브/NNG,1
11494,초등아/NNG,1
11495,목칼칼하/VA,1
11496,용간편하/VV,1
11497,탄복하/VV,1
11498,기뻣/VV,1
11499,음아카시아/NNG,1
11500,는단/ETM,1
11501,젠/NNG,1
11502,형제자매/NNG,1
11503,사고저/NNG,1
11504,음미하/VV,1
11505,금방다/EC,1
11506,포꾸/NNG,1
11507,담주문/NNG,1
11508,ㅇ서/EC,1
11509,하벌/NNG,1
11510,엇어요/EF,1
11511,기그릭여거트/NNG,1
11512,봏/EC,1
11513,기요/JX,1
11514,틱개/NNG,1
11515,코치/NNG,1
11516,요뽁뽁이/NNG,1
11517,좋간하/VV,1
11518,주문히/NNG,1
11519,구매년/NNG,1
11520,구매실물/NNG,1
11521,는제/EC,1
11522,ㅎㅎ뭐/NNG,1
11523,다니깐/EF,1
11524,ㄴ지요/EC,1
11525,깜놀하/VA,1
11526,레/EF,1
11527,호니스틱/MAG,1
11528,어료/EC,1
11529,개정도/NNG,1
11530,투게더/NNG,1
11531,ㅇ니요/EF,1
11532,꿀국/NNG,1
11533,꿀굴/NNG,1
11534,쇼핑백따/NNG,1
11535,괜찮이/NNG,1
11536,한포/EC,1
11537,새하/VA,1
11538,참크래커/NNG,1
11539,ㅂ니다새/EC,1
11540,꿀굿/NNG,1
11541,조아여편/NNG,1
11542,서로/NNG,1
11543,구매피나무꿀/NNG,1
11544,초여름/NNG,1
11545,간편행/NNG,1
11546,빼른배송/NNG,1
11547,대포장/NNG,1
11548,파손방지/NNG,1
11549,보호품/NNG,1
11550,배송오래/NNG,1
11551,따고/EC,1
11552,동물/NNG,1
11553,주치의/NNG,1
11554,시/EC,1
11555,샘플식/NNG,1
11556,망/NNG,1
11557,이만/NR,1
11558,남아돌/VV,1
11559,으랴구/EF,1
11560,넘늦/VA,1
11561,쇼핑팩모/NNG,1
11562,이여서/NNG,1
11563,구여/NNG,1
11564,프라스틱/NNG,1
11565,테입/NNG,1
11566,더리/EC,1
11567,ㅣ구/NNG,1
11568,중후하/VA,1
11569,냉수/NNG,1
11570,꼰꼼하/VA,1
11571,구성원/NNG,1
11572,취준생/NNG,1
11573,을라고/EF,1
11574,몇칠/NNG,1
11575,아었요/EC,1
11576,굳굳굳/VV,1
11577,욬ㅋㅋ/JX,1
11578,ㅜㅜㅜ/NNG,1
11579,올랏어/NNG,1
11580,베리베리굳잡/NNG,1
11581,거송/NNG,1
11582,삿너/NNG,1
11583,가루약/NNG,1
11584,선물산/NNG,1
11585,두유요거트/NNG,1
11586,맛조코/NNP,1
11587,드라/EF,1
11588,았죠ㅋ/EF,1
11589,암턴/NNG,1
11590,그릭요거/NNP,1
11591,안나/VV,1
11592,사용기멱/NNG,1
11593,버/NA,1
11594,서/NA,1
11595,너무간편히/NNG,1
11596,다삿/VV,1
11597,기음개인/NNG,1
11598,녹즙/NNG,1
11599,잘안/SS,1
11600,맛먹/VV,1
11601,ㅜ/NA,1
11602,디쟌/NNG,1
11603,다요트/NNG,1
11604,어택/NNG,1
11605,습니닷/EF,1
11606,킨텍스/NNP,1
11607,스편지/NNG,1
11608,참조/NNG,1
11609,전감로/NNG,1
11610,포장튼트/NNG,1
11611,번주문/NNG,1
11612,하구/JKB,1
11613,와아아아/NNG,1
11614,하/EC,1
11615,복잗/NNG,1
11616,머코/VV,1
11617,기승관이/NNG,1
11618,읍/NNG,1
11619,허니튜브/NNG,1
11620,잇우/EC,1
11621,보냇어/NNG,1
11622,성하/VA,1
11623,찐짜/NNG,1
11624,음가/EF,1
11625,아이학교/NNG,1
11626,루스틱/NNG,1
11627,변가/VA,1
11628,어치없/VV,1
11629,돌려받/VV,1
11630,망치/VV,1
11631,쨌뜨/NNG,1
11632,최고점/NNG,1
11633,선무/NNG,1
11634,걍/VV,1
11635,뜯기불편/NNG,1
11636,뜯어졋/VV,1
11637,망정/NNB,1
11638,불호/NA,1
11639,소용량/NNG,1
11640,슴니나/ETM,1
11641,병도/NNG,1
11642,덩치/NNG,1
11643,햄/NNG,1
11644,너무꽉/NNG,1
11645,펼치다/NNG,1
11646,요령/NNG,1
11647,햇어오/NNG,1
11648,습니나/NNG,1
11649,습닏/EC,1
11650,비씨/NNG,1
11651,구매함/NNG,1
11652,부적하/VV,1
11653,갠차/NNG,1
11654,곰방/MAG,1
11655,움추리/VV,1
11656,느낌다음/NNG,1
11657,혈당올/NNG,1
11658,먹겟쓰/NNG,1
11659,ㅂ니라/EF,1
11660,굿휴대/NNG,1
11661,종류벌/NNG,1
11662,매앗/NNG,1
11663,달콤향/NNG,1
11664,처람/JX,1
11665,밤끄/NNG,1
11666,사용기배/NNG,1
11667,잇구이/VV,1
11668,껑데/EC,1
11669,사용기원/NNG,1
11670,개종류/NNG,1
11671,다마/NNG,1
11672,써용/EC,1
11673,라도/NNG,1
11674,이거저거/NNG,1
11675,어요는/NNG,1
11676,텀/NNG,1
11677,호록호록/MAG,1
11678,먹어나/VV,1
11679,표하/VV,1
11680,그리스산/NNG,1
11681,이지컷/MAG,1
11682,켤/VV,1
11683,타사이트거/NNG,1
11684,일꿀이/NNG,1
11685,으락고/EC,1
11686,사용기현재/NNG,1
11687,로데이/NNG,1
11688,리필하/VV,1
11689,딸랑구/NNG,1
11690,꾸우우울/EF,1
11691,그때포/NNG,1
11692,능전/NNG,1
11693,트위/NNG,1
11694,뿌먹/NNG,1
11695,와대박/NNG,1
11696,텀블르/VV,1
11697,주문가/NNG,1
11698,맛보징/NNG,1
11699,재구매매달/NNG,1
11700,집어던지/VV,1
11701,쇼핑백개/NNG,1
11702,인원개/NNG,1
11703,습니다용/EF,1
11704,피로짱짱/MAG,1
11705,남몰래/MAG,1
11706,씃ㅁ디다/NNG,1
11707,공동/NNG,1
11708,구입집/NNG,1
11709,그래뇰라/NNG,1
11710,스킨토너/NNG,1
11711,뜯어내/VV,1
11712,맛같/VV,1
11713,뿌서지/VV,1
11714,포장컨디션/NNG,1
11715,최고오/NNP,1
11716,걸로/EC,1
11717,앞이/NNG,1
11718,배송좀/MAG,1
11719,대랑/NNG,1
11720,넘마/VV,1
11721,머꾸/EC,1
11722,써옇/VV,1
11723,일일일/NNG,1
11724,완주/NNG,1
11725,드렷/VV,1
11726,달달씁쓸/NNG,1
11727,아료/EC,1
11728,엉/VV,1
11729,마포장/NNG,1
11730,드넹/NNG,1
11731,형성되/VV,1
11732,아살균/NNG,1
11733,짜릿/NNG,1
11734,실행하/VV,1
11735,스스의/NNG,1
11736,재구매꼼/NNG,1
11737,답려품/NNG,1
11738,사용기깔/NNG,1
11739,재구매케이스/NNG,1
11740,배치/NNG,1
11741,선물오/MAG,1
11742,받기/NR,1
11743,구름거/NNG,1
11744,ㄴ하/NNG,1
11745,직장분/NNG,1
11746,카달로그/NNG,1
11747,실제/MAG,1
11748,설빔/NNG,1
11749,결재하/VV,1
11750,고급지고/NNG,1
11751,료조흐아옹/EC,1
11752,틴케이스/VA,1
11753,용은소/NNG,1
11754,항상자/NNG,1
11755,개삿어/NNG,1
11756,습디다/EC,1
11757,성향/NNG,1
11758,예뼈/NNG,1
11759,요띠지/NNG,1
11760,한셋트/NNG,1
11761,르랠으/NNG,1
11762,ㅐ야/NNG,1
11763,띠지시안/NNG,1
11764,정주행/MAG,1
11765,사용기바이허니/NNG,1
11766,띠박스/NNG,1
11767,꿀몇/NNG,1
11768,이대/NNP,1
11769,되쓰/VV,1
11770,표정/NNG,1
11771,전남친/NNG,1
11772,이써여/NNG,1
11773,뭏/NNG,1
11774,접/JX,1
11775,더너/EC,1
11776,ㄴ케/EF,1
11777,귀한대/NNG,1
11778,달콤달콤꿀띄츄릅/IC,1
11779,좋겟어요/NA,1
11780,끈손잡이/NNG,1
11781,라이터/NNG,1
11782,지지/VV,1
11783,재구매왠/NNG,1
11784,선물밥/NNG,1
11785,샵링크/NNG,1
11786,껌껌히/MAG,1
11787,선물백/NNP,1
11788,꼼꽁히/NNG,1
11789,본인몸/NNG,1
11790,손구락/NNG,1
11791,버럈/VX,1
11792,찝히/VV,1
11793,덮/VV,1
11794,나이스잏니다/NA,1
11795,져/EC,1
11796,감사팔/VA,1
11797,중중/NNG,1
11798,엄청엄청/MAG,1
11799,꼽/VV,1
11800,거예여/EC,1
11801,좊/VV,1
11802,좋아하셧/VV,1
11803,스펀지짱/NNG,1
11804,마니파세/NNG,1
11805,찐덕찐덕하/VV,1
11806,거선물/NNG,1
11807,ㅓ/VA,1
11808,좋하하/VV,1
11809,패기지/NNG,1
11810,너후/NNG,1
11811,와요/NNG,1
11812,뿐것/NNG,1
11813,개더사/NNG,1
11814,너무저/VV,1
11815,위산/NNG,1
11816,위벽/NNG,1
11817,셧네/EF,1
11818,장말편/NNG,1
11819,기하/VV,1
11820,같/VV,1
11821,선물한/NNG,1
11822,건개/NNG,1
11823,직장인분/NNG,1
11824,ㅂ니나/EF,1
11825,기글쎄요/NNG,1
11826,도스틱/NNG,1
11827,여자친구어머니/NNG,1
11828,포장태/NNG,1
11829,설맞이/NNG,1
11830,센쑤/NNG,1
11831,졷/EC,1
11832,기프트/NNG,1
11833,향긋/JX,1
11834,맞벌이하/VV,1
11835,폭설/NNG,1
11836,쏙공복/NNG,1
11837,나머/NNG,1
11838,박스케이스/NNP,1
11839,ㄹ게욤/EF,1
11840,싴/EC,1
11841,명절양가/NNG,1
11842,연하/NNG,1
11843,물로/NNG,1
11844,허니바이버/NNG,1
11845,정/NNB,1
11846,꿀물탈/NNG,1
11847,연하고개/NNG,1
11848,툐/EC,1
11849,포방/NNG,1
11850,구매해/VA,1
11851,보이/VX,1
11852,구배/NNG,1
11853,으너/EF,1
11854,어뇨/EF,1
11855,민족히/NNG,1
11856,조아쓰/VA,1
11857,굿요/NNG,1
11858,사이트꺼/NNG,1
11859,유오/NNG,1
11860,사용기설날/NNG,1
11861,요센스/VV,1
11862,기저듀/NNG,1
11863,쿄쿄다/NNG,1
11864,박살/NNG,1
11865,화가/NNG,1
11866,벌집꿀만/NNG,1
11867,설마/MAG,1
11868,조심스레/MAG,1
11869,왠거/NNG,1
11870,뿌숴지/VV,1
11871,주실/NNG,1
11872,돌직/NNG,1
11873,마/EC,1
11874,트랜디/NNG,1
11875,사용기심/VV,1
11876,진핫/NNG,1
11877,퀄리트/NNG,1
11878,만죡/NA,1
11879,진포장/NNG,1
11880,뇨자/IC,1
11881,메세지카드/NNG,1
11882,그럴뻔/NNG,1
11883,두툼하/VA,1
11884,요양가/NNG,1
11885,ㄹ라나/EC,1
11886,그나저나/MAG,1
11887,보호캡/NNG,1
11888,너무꼼꼼/NNG,1
11889,꿀덕분/VV,1
11890,요재/SS,1
11891,드렷습니다/NNG,1
11892,번정도/NNG,1
11893,가운대/NNG,1
11894,토욜/NNG,1
11895,금요/NNG,1
11896,꿀먹/VV,1
11897,최적/NNG,1
11898,기조아요지인/NNG,1
11899,이범/NNG,1
11900,엿구/NNG,1
11901,바탕/NNG,1
11902,개추/NNG,1
11903,ㄴ개/NNG,1
11904,숙제/NNG,1
11905,아줒/NNG,1
11906,거맛보/VV,1
11907,굳퀄리티/NNG,1
11908,얼집선물/NNG,1
11909,으롳/NNG,1
11910,큰아빠/NNG,1
11911,한방/NNG,1
11912,니동/NNG,1
11913,앗/XSV,1
11914,자그맣/VA,1
11915,빤하/VA,1
11916,친적/NNG,1
11917,편지쓰/NNG,1
11918,꿀맛그/NNG,1
11919,빠져오/VV,1
11920,맛보기/VV,1
11921,문안/NNG,1
11922,매주/MAG,1
11923,개사/NNB,1
11924,ㅎ아요/EF,1
11925,시댁분/NNG,1
11926,나왓/VV,1
11927,산고/NNG,1
11928,샘프/NNG,1
11929,포장아주/NNG,1
11930,넘이/NNG,1
11931,이쉽/VV,1
11932,걸림/NNG,1
11933,맛더/NNG,1
11934,기틴케이스/NNG,1
11935,여느/MMA,1
11936,수이/EC,1
11937,척수/NNG,1
11938,아카시아제일/NNG,1
11939,무난감로/NNG,1
11940,쌉싸래하/VV,1
11941,재선택하/VV,1
11942,습니다다만/NNG,1
11943,허니바이허니/NNP,1
11944,최애식품/NNG,1
11945,만만족/NNG,1
11946,졸아하/VV,1
11947,콩닥콩닥/MAG,1
11948,느데/VV,1
11949,습니다구/NNG,1
11950,요지인/EC,1
11951,삽싸름/NNG,1
11952,사있/NNG,1
11953,주사요/NNG,1
11954,고급집니/NNG,1
11955,두포도/NNG,1
11956,손길/NNG,1
11957,과잉/NNG,1
11958,거리낌/NNG,1
11959,온수/NNG,1
11960,포세트/NNG,1
11961,습니다아/NNG,1
11962,흑색/NNG,1
11963,인쇄하/VV,1
11964,비추/VV,1
11965,조아요조/NNG,1
11966,햇고/EC,1
11967,엇습니당/EC,1
11968,으여/EC,1
11969,쁜이/NNG,1
11970,우월하/VA,1
11971,상쇄하/VV,1
11972,삿엇/VV,1
11973,취준/NNG,1
11974,인걸로/MAG,1
11975,배배배/NNG,1
11976,다가는/EC,1
11977,깔끙하/VA,1
11978,떠들/VV,1
11979,짱짱/NNP,1
11980,진선물/NNG,1
11981,좌/NNB,1
11982,향과/NNG,1
11983,이체하/VV,1
11984,습니다요/EF,1
11985,감동템/NNG,1
11986,송대/NNG,1
11987,되있/NNG,1
11988,신선항/NNG,1
11989,괜참/EC,1
11990,교핑백/NNG,1
11991,ㅢ/EF,1
11992,하셬/NNG,1
11993,굿신경/NNG,1
11994,티가나/NNP,1
11995,각격/NNG,1
11996,포장하나하나/NNG,1
11997,에누리/NNG,1
11998,이뻣/VV,1
11999,재차/MAG,1
12000,ㄴ다더라고/EF,1
12001,수용하/VV,1
12002,키야/NNG,1
12003,조은/NNG,1
12004,거수/NNG,1
12005,습니다고/NNG,1
12006,희/VA,1
12007,포장상/NNG,1
12008,태도/NNG,1
12009,어만/NNG,1
12010,동봉돈/NNG,1
12011,햐서/VV,1
12012,을/VV,1
12013,살피/VV,1
12014,벌크포/NNG,1
12015,곱/NNG,1
12016,개별오/NNG,1
12017,두스틱/NNG,1
12018,내쥬/VV,1
12019,랃/JX,1
12020,는튼히/NNG,1
12021,둘러싸이/VV,1
12022,사용기친/NNG,1
12023,고심/NNG,1
12024,앟/EF,1
12025,셍/NNG,1
12026,용아이/VV,1
12027,율/XSN,1
12028,기약꿀/NNG,1
12029,수밌/VV,1
12030,세상자/NNG,1
12031,정돈되/VV,1
12032,여남치니/NNG,1
12033,패키지라/NNG,1
12034,넘이브/NNG,1
12035,ㄹ정/EC,1
12036,듯해/NNG,1
12037,앉은자리/NNG,1
12038,구매서/NNG,1
12039,뭉/EC,1
12040,좋앙새서/NNG,1
12041,간사하/VA,1
12042,얼집샘/NNG,1
12043,선물잉/NNG,1
12044,이네영/NNG,1
12045,작음/NNG,1
12046,달음/NNG,1
12047,넘길/VV,1
12048,패키/EC,1
12049,듯일포/NNG,1
12050,소포자아/NNG,1
12051,깐/NNG,1
12052,박스띠지/NNG,1
12053,헐렁하/VA,1
12054,택배시/MAG,1
12055,주고프/VV,1
12056,도착상자/NNG,1
12057,ㄴ부/EC,1
12058,잊늫/VV,1
12059,네/EC,1
12060,거어찌하/VV,1
12061,포스트잇/NNG,1
12062,어버이나/NNG,1
12063,원/NNP,1
12064,너우/NNG,1
12065,몆분/MAG,1
12066,습니다포/NNG,1
12067,게시/NNG,1
12068,날선물/NNG,1
12069,센스대/NNG,1
12070,틴케이스/MAG,1
12071,구매조아조아/NNG,1
12072,조아조/NNG,1
12073,답글문/NNG,1
12074,양봉업/NNG,1
12075,종사하/VV,1
12076,덥가/VV,1
12077,천연꿀사양꿀/NNG,1
12078,와용/NNG,1
12079,상다/MAG,1
12080,짱포장/NNG,1
12081,놓어주/VV,1
12082,요만큼/NNG,1
12083,분꺼/NNG,1
12084,몽창/NNG,1
12085,그릭/MAG,1
12086,요거트랑/MAG,1
12087,ㄴ다지만/EC,1
12088,썩히/VV,1
12089,샘플량/NNG,1
12090,봉쇼핑백/NNG,1
12091,목감/NNG,1
12092,효가/NNG,1
12093,초이스종/NNG,1
12094,훨씻/NNG,1
12095,꿀아메로/NNG,1
12096,먹으먄/NNG,1
12097,사용기정/JX,1
12098,느무느무/MAG,1
12099,강추강추/NNP,1
12100,충/NNG,1
12101,항도/NNG,1
12102,구토감/NNG,1
12103,제돈제산/NNG,1
12104,싼걱/NNG,1
12105,까무잡잡하/VA,1
12106,먹갛/VV,1
12107,사용기기운/NNG,1
12108,때귀차/NNG,1
12109,배송빨리/MAG,1
12110,시판되/VV,1
12111,제스타일/NA,1
12112,발굴/NNG,1
12113,밤꽃순/NNG,1
12114,흐뭇히/VV,1
12115,차이점/NNG,1
12116,시크/VV,1
12117,꿀먹기/NNG,1
12118,재구매찐/NNG,1
12119,느려고/EC,1
12120,씨드놀라/NNG,1
12121,졑뇨너/JX,1
12122,용가/NNG,1
12123,유감/NNG,1
12124,먹스/NNG,1
12125,습니아/EF,1
12126,근양/NNG,1
12127,재구매가/NNG,1
12128,용꿀/NNG,1
12129,쌉싸름진하/VA,1
12130,킬러/NNG,1
12131,플/VV,1
12132,큰머그잔/NNG,1
12133,스틱사쥬/NNG,1
12134,하점/NNG,1
12135,계량/NNG,1
12136,위아프/NNG,1
12137,공목/NNG,1
