,Unnamed: 0,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
1086,85,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,enfp*****,5,22.01.19.,"상품구성선택: 올인원 스틱2통(쇼핑백포함)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물용으로최고♡너무좋아요너무좋아요
1087,86,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,star*****,5,21.10.10.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,결혼 답례품으로 구입 했습니다. 만족도 100프로 입니다.
1088,87,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,dk****,5,21.10.30.,"상품구성선택: 스틱1통+캡슐1통(쇼핑백포함)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"우선너무친절한응대감사합니다ㅎ
첨에15개주문햇는데스티커도제작해주시구꿀도선물하기좋길래 5개더재구매햇네요ㅎ"
1089,88,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,star*******,5,21.10.27.,"상품구성선택: 스틱1통+캡슐1통(쇼핑백포함)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물 받은 친구가 너무 기뻐했어요.
패키지가 정말 예쁜 것 같아요.
그리고 밤꿀이 그렇게 좋다네요."
1090,89,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ghrl***,5,21.10.09.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기선물 잘했어요~~ 받으신 분들이 다들 좋아하시네요+_+
1091,90,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ghrl***,5,21.09.08.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,배송도빠르고 패키지가 넘 예뻐요>_< 사이즈도 너무 크지도 않고 딱 좋아요~~ 샘플주신거 먹어봤는데ㅡ맛있어요~ 다만ㅜ 7개선물하고 1개는 내가먹으려고 했는데 선물할분이 한분 더 늘어서 추가주문해야겠어요ㅜㅜ 다른것도 맛이 궁금해요+_+
1092,91,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,sh****,5,21.10.12.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기선물 드렸는데 사용하기도 편하고 맛도 다양해서 너무 좋으시데요~샘플로 보내주신것 먹어봤는데 괜찮아요. 한번에 한포 딱 쓰기에 적당해요~
1093,92,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,tmf4***,5,21.09.02.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물할꺼라 뜯어보지는 못했지만 튼튼하게 잘 포장되어 배송이왔구요 예뻐요~
크기랑 양은 생각한것보다 작은거 같네요.
그래도 선물하기 좋은거같아요~
유통기한은 표시가 안되있네요 제조일만표시되잇어요"
1094,93,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,me****,5,21.09.26.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,뽁뽁이로 잘 포장되어왔고 가격도 적당하면서 고급스러워서 너무 만족합니다~
1095,94,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ba****,5,21.09.14.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"아기가 첫돌인데 시국이 이렇다보니 돌잔치는 못하고 여러 사람들과 나누고 싶어 아빠회사 동료들, 가족들용으로 나누어 주문했는데 포장도 너무 고급스럽고 좋으네용~ 어린이집 선생님들 추석선물용도 같이 주문했는데 탁월한 제 선택에 칭찬 한바가지 해주고 싶을 정도 ㅎㅎㅎ 케이스가 심하게 파손되어 선물하기엔 난감해서 교환문의 드렸더니 바로 처리 해주셔서 더 좋았어요~ 답례품으로든 감사 선물용으로든 손색없는것 같아요"
1096,95,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,huhu********,5,21.09.28.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"패키징이 이쁘고 안에 열어보면
어? 소리나는데.."
1097,96,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,sh****,5,21.09.11.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물용으로 구매했는데 가격보다 고급진 포장이어서 드리면 받으시는분 좋아하시겠어요~ 낱개 포자이고 여러가지 맛이라 더 좋아요~
1098,97,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,alic*****,5,21.09.20.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,사장님 예쁜 꿀 잘 받아서 귀한분께 선물도 했습니다 감사합니다~^^♡
1099,98,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,thdb****,5,21.09.26.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기감사합니다 잘먹엇어요
1100,99,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,nest*******,4,21.09.14.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장도 이쁘고 간단한 선물로 좋습니다
1101,100,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,yopl*******,5,21.08.18.,"상품구성선택: 스틱1통+캡슐1통
",유통기한꽤 남았어요포장적당해요편리편리해요,스틱으로되어있어편리해요
1102,101,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,thdb****,5,21.08.14.,"상품구성선택: 스틱1통+캡슐1통
",유통기한꽤 남았어요포장적당해요편리그냥그래요,잘받았어요 감사합니다
1103,102,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,jshi****,5,21.06.22.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"상담도 친절히 잘해주시고 상품 패키지도 고급스러운게 선물용으로 아주 딱입니당^^  그릭요거트에 뿌려먹어봤는데 아주 찰떡이네용 먹기 간편하고 휴대하기도 간편해서 당떨어질때 하나씩 먹으면 좋을거같아요 
다음에도 행사있을때 또 구매할게요^^"
1104,103,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ektm*****,5,21.06.15.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,배송도 빠르고 스티커도 이쁘게 제작되었어요. 아버님이 드셔보시고 맛있다고 하셨어요. 패키지도 이쁘고 고급스러워서 답례품으로 아주 잘 선택한거 같아요☺️
1105,104,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,love****,5,21.05.15.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"젤 친한친구가 결혼했어요^^ 친구들끼리 청소기도 하나 사주긴 했지만 집들이에 빈손으로 가긴 그렇고, 또 너무 흔한거 사주긴 싫고 한참 고민하다가 요아이가 눈에 들어오더하구요. 신혼집에 맞게 2통이라 바로 주문!! 

친구가 하는말이~  꿀은 또 있으면 참 유용한데
자기돈주고 사기는 다른 식자재에 비해 가격이 확 비싸서 선물로 받으니 더 기쁘다네용 ^^ ♡♡♡ 
센스있다고 칭찬받았어요~^^"
1106,105,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,hyos*****,5,21.05.20.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"답례품이라 늦을까봐 걱정했는데 아무문제없이 날짜 잘 맞춰서 보내주셔서 너무 감사해요~ 
포장도 고급스럽고 선물하기 딱 좋은듯 ㅎㅎ
받으시는분들도 아주 좋아하셨어요"
1107,106,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,kimj********,5,21.05.20.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"구성이 알차기도 하고 너무 너무 이뻐버림 주변에서도 선물 받고
기분 좋다고 난리도 아니네요ㅎㅎ 구성도 좋은 것 같고
내년에 동생 결혼식이 있어서 답례품 다음에도 여기서 주문 넣으려고요
감사드리고 번창하세요~"
1108,107,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,heym****,5,21.06.29.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"답례품으로
좋아요, 받아 보신 분들이 맛있다고 하시네요"
1109,108,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,na****,5,21.05.12.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"가까운 지인들 결혼 답례품 드리려고 고민고민 하다 주문했어요! 너무 마음에 드네요 포장도 고급스럽고 넘 이쁨
고민한 보람이 있네용 ㅎㅎ
받으신 분들도 다들 너무 좋아해주셔서 뿌듯
제꺼도 기념으로 하나 남겨두고 먹어봤는데 넘 맛있어요!"
1110,109,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,eunn****,5,21.05.22.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,어떤걸로 할까 고민하다가 선택한건데 포장부터 이뻐서 너무 맘에 들어요 가격도 생각해야되고 고민이 많았는데 여기서 주문하길 잘했어요~~
1111,110,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,h_****,5,21.05.11.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"어제 오전 일찍 주문했더니 배송 하루만에 빠르게 왔네요~ 
결혼식 답례품으로 지인분들께 선물해드리고자 구매했는데 
퀄리티도 좋고 포장도 넘 꼼꼼히 잘 해주셨네요 ㅎㅎ 
저렴한 가격에 좋은 제품 잘 삿습니다 추천해요!
감사합니다 ^^
다음에 또 주문할께요~"
1112,111,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,kill*****,5,21.05.20.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"결혼답례품으로 준비했어요.
이쁘고고급스럽게 포장 되있어서 가지고
가신분들도 좋아하셨어요ㅎㅎ
하나맛보았는데 맛도 좋았어요 
배송도 제날짜에 도착해서 잘 드렸네요!"
1113,112,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,dltm*****,5,21.05.13.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장부터 내용물까지 고급지게 잘 포장되어져와서 명절선물로도 아님 시격식있는 선물로도 제격일듯해요! 저렴한가격에 비해 구성도알차고 내용물도 좋네요^^ 저는 제가 먹으려고샀는데! ㅎㅎ 맛도좋아요 ㅎㅎ~~ 스틱형이라 휴대하기도 먹기도 편하네요 ㅎㅎ 명절에 함 대량주문 해야겠어요~
1114,113,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,heat********,5,21.05.12.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"디자인이 너무 고급스러워서 선물용으로 좋은것 같아요. 
포장도 먹기 편리하게 돼있어서 좋네요. 
선물 받으신 분이 맛도 좋다고 좋아하셨어요. 
다음에 또 감사한 분 계시면 여기서 구매해야겠어요^^"
1115,114,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,mkmk******,5,21.05.18.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,가격도 착한데 고퀄이네여~ 넘 고급지고 만족해요!!! 흔한 답례품보다 신경쓴게 티가 나네요! 받으시는분들도 다 좋아하시고 만족합니다.
1116,115,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,core******,5,21.05.12.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장 패키지 부터 너무 고급지고 이쁘네요.
이번 큰언니 결혼답례품으로 서로 고민 많이 하다가 결정했는데 대만족이에요. 꼼꼼하게 포장해주시고 받으시는분들도 다 만족하셨어요."
1117,116,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ddlo****,5,21.05.13.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"단체선물 할일이 있어서 고민하다 주문했는데 정말
잘선택한 것 같네요. 포장부터 넘 예쁘구 고급스러워서
선물준비하며 기분이 좋아졌어요. 받은분들도 맘에
들어 하시더라구요. 좋은상품 감사합니다."
1118,117,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,soon******,5,21.05.16.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스승의날이라 미리 주문했는데 빨리 도착했네요, 패키지도 고급지고 따로 포장 안해도 되겠더라구요~ 선생님드렸더니 너무 진하고 맛있다고 감사연락도 오셨더라고요^^ 덕분에 좋은선물 했네요!"
1119,118,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,rlaf****,5,21.05.16.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"결혼 답례품으로 구입했어요~
받으시는 분들도 좋아하실만한게 뭐가 있을까 정말 많이 찾아보다가 허니스틱으로 결정했어요~ ㅎㅎ 패키지가 이쁘고 고급스러워서  답례품으로 드리기 딱이네요. 완전 만족합니다~!!"
1120,119,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,zpao*****,4,21.07.01.,"상품구성선택: 스틱1통+캡슐1통
",유통기한꽤 남았어요포장적당해요편리그냥그래요,한달사용기먹기 편하게 나와있어요
1121,120,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ar****,5,21.05.15.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"친구네 집들이 선물로 구입 했는데
구성품도 좋고 포장도 고급져서
선물용으로 너무 좋은것 같네요
친구도 받고 너무 좋아해요~^^ 배송도 빠르고 만족 합니당"
1122,121,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,drop*******,5,21.05.16.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물구성 최고네요~
담례품으로 주문한건데 고급스러워서 고마우신분들께  드렸는데 다들반응 엄청좋았어요~"
1123,122,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,eunv*******,5,21.05.11.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"결혼답례품으로 드리려고 구매햇어요 ㅎㅎ
포장도 깔끔하고 고급스러워서 오신 손님들 드리기 너무 좋네요~ 다른 것보다 흔하니 않은 허니스틱이라서 더 좋은 것 같아요 ㅎ"
1124,123,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,lru0****,5,21.05.14.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,흉흉한 시기에 올리는 결혼식이라 신경 많이 쓰였는데 많은 분들이 감사하게도 축하해주셔서 ㅠㅠ 답례품 신중하게 골랐어요. 다들 마음에 들어 해주셔서 기분 좋습니다!
1125,124,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,maxa***,5,21.05.18.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"패키지가 이뻐서 선물용으로
딱이네요 지인 집들이선물로 뭘할까 엄청고민하다가
선택했는데 잘산거같아요ㅎㅎ"
1126,125,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ljw9***,5,21.05.14.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,결혼식 답례로 구매했는데요~~ 패키지가 넘 예뻐서 받자마자 잘 골랐다 생각했어요 :) 고급진 포장과 실속 있는 내용물까지 대만족입니닷
1127,126,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,pomm***,5,21.05.17.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"사무실 직원들 주려구 주문했어요 ㅎㅎ
포장도 깔끔하구 선물주기 딱 좋네욤
다들 맛있다구 해서 만족해요"
1128,127,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,zldz*******,5,21.05.22.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장적당해요편리편리해요,"답례품으로 구매했어요ㅎ
포장상태도 좋구 , 배송도 빨리왓어요 감사해요"
1129,128,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,jvjv***,5,21.05.12.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"빠른배송 감사합니다 :)
포장도 예쁘게 되어있고, 고급스러워요~ 
먹기도 편하고, 선물용으로 딱입니다 ^^ 만족스러워 후기냄겨유~"
1130,129,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,jink******,5,21.05.15.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스승의날 선물로 주문했는데 
선생님이 엄청 좋아해주셨어요
구성도 좋고 쇼핑백까지 있으니 더 손댈것도 없드라구요 
합리적인 가격에 좋은 선물 잘 보냈어요!!"
1131,130,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,kul1****,5,21.05.17.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물 드리기 참 좋아요
포장도 고급지고 가격도 적당해서 부담없이 드리기 참 좋더라구요
받으시는분도  좋아하셔서 기분좋네요^^"
1132,131,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,cnho****,5,21.05.17.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"사무실 직원들 선물용으로 주문했습니다
쇼핑백까지 있어서 따로 준비할것없이 좋은 선물 드렸습니다
감사합니다"
1133,132,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,kang***,5,21.05.13.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"배송 빨라요! 포장도 꼼꼼하고 깔꼼하니
돌리기 딱 좋아여~ 보통 수건많이 돌리던데 요런게 더 고급스럽고 좋은거같아영"
1134,133,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,yuna*******,5,21.05.11.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"코로나때문에 결혼식에 모시지못한 분들께드릴 선물을알아보다 구성도 좋고~ 케이스도 고급스러워보여
준비했는데 따로 포장하지않아도 되고~받는분들도 좋아하셔서 너무만족스럽네요"
1135,134,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,zldz*******,5,21.05.27.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"재구매빠른배송에 감사드립니다. ㅎㅎㅎ 3번째구매네요 
먹기 편하고 좋아요 ㅎㅎ"
1136,135,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,dldi********,4,21.05.13.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장별로예요편리편리해요,"박스테이프가 뜯어져서 다시 붙지도않아서
집에있는 테이프로 다시붙였네요
선물이라;; 배송은 빨라요"
1137,136,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,seol*****,5,21.05.14.,"상품구성선택: 올인원 스틱2통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물용으로 구매했습니다 패키지 포장이 고급스러워서 좋네요.
1138,137,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,zpao*****,4,21.05.17.,"상품구성선택: 스틱1통+캡슐1통
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,선생님 선물하기 너무 좋았어요~~
1139,138,지통2p 시그니처 천연꿀블렌딩 허니스틱&허니캡슐 지통2p 박스선물세트 [원산지:국산(경기도 안산시)],"39,900",4.9,ltai****,5,21.05.17.,"상품구성선택: 스틱1통+캡슐1통
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,빠른 배송 고맙습니다.
1140,0,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기주변에 여기저기 선물하기 좋아요!
1141,1,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기맛도 좋고 영양가도 좋아요!
1142,2,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기주변에 선물하기도 참 좋아요!
1143,3,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기몸에 좋고 맛도 좋은 꿀이에요!
1144,4,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기구매하고 좋아서 여기저기 추천했어요.
1145,5,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,otll***,5,23.01.30.,"수량: 수량 한정 1+1 구매 할인(총 2개)
",유통기한꽤 남았어요포장적당해요편리그냥그래요,한달사용기재구매좋은가격에 잘샀어요 다시 팔면 좋겠어여
1146,6,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기저도 사먹고 선물도 많이 했어요!
1147,7,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,dlwo*****,5,23.01.20.,"수량: 꿀타민 6호 1개
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기적극 추천합니다!!
1148,8,제주 벌꿀 야생화꿀 스틱 꿀 선물세트 꿀임당 4호 김희애 [원산지:국산(제주특별자치도 제주시)],"40,700",4.9,wind******,5,23.01.07.,"수량: 수량 한정 1+1 구매 할인(총 2개)
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,한달사용기애도 잘먹고 저도 잘 먹어요. 맛있어요
