,ProductCode,MemberGrade,MemberName,ProductName,ReviewText,ReviewDate,ReviewLike,sentiment_label,sentiment_score,token_nouns_bareun,token_verbs_bareun
5328,5026039,퍼플,윤**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),개별 포장 되어 있어서 휴대성이 좋아요. 저는 요거트에 뿌려먹을 용도로 구매한 건데 만족스럽니다!,2020.02.04,0,1,0.9924373030662537,"['개별', '포장', '휴대', '성', '저', '요거트', '용도', '구매', '거', '만족']","['되', '있', '좋', '뿌리', '먹', '하', '이', '스러']"
5329,5026039,퍼플,정**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),늘 구매하는 제품ㅇㅇ,2020.02.04,0,1,0.9759523272514343,"['구매', '제품', 'ㅇ', 'ㅇ']",['하']
5330,5026039,퍼플,정**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),하루에 한포씩 ~~~,2020.02.04,0,1,0.9764544367790222,"['하루', '포', '씩']",[]
5331,5026039,일반,장**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),내용물은 괜찮으니 그냥먹어요 마켓컬리측에세 환불또는 교환해준다 했으나 귀찮아서요ㅜㅜ,2020.02.04,0,0,0.942884087562561,"['내용물', '마켓컬리', '측', '세', '환불', '교환']","['괜찮', '먹', '또', '하', '주', '하', '귀찮']"
5332,5026039,더퍼플,표**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),제주 벌꿀 스틱형이라 편해서 좋아요,2020.02.02,0,1,0.9859687089920044,"['제주', '벌꿀', '스틱', '형']","['이', '편하', '좋']"
5333,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),스틱으로 되어있어서 편해요.,2020.02.02,0,1,0.9763187766075134,['스틱'],"['되', '있', '편하']"
5334,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),항상 파예 요거트에 한 포씩 넣어서 잘 먹고있어요. 꿀향 좋고 소량 포장되어있어 아주 간편해요.,2020.02.02,0,1,0.9941657781600952,"['파예', '요거트', '포', '씩', '꿀향', '소량', '포장']","['넣', '먹', '있', '좋', '되', '있', '간편하']"
5335,5026039,퍼플,최**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),요새 가격이 좀있더라도 남기는것보다 나은것같아여,2020.02.02,0,1,0.7563455700874329,"['요새', '가격', '것', '것']","['있', '남기', '낫', '같']"
5336,5026039,일반,전**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),바나나 +우유  주스 만들어먹을때 넣어먹으려고  샀어요 스틱으로 되어 있어서 편하게 사용했고  꿀은 모두가 아는 그 꿀맛이에요,2020.02.02,0,1,0.9924927353858948,"['바나나', '우유', '주스', '때', '스틱', '사용', '꿀', '모두', '꿀맛']","['만들', '먹', '넣', '먹', '사', '되', '있', '편하', '하', '알', '이']"
5337,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),요즘 코로나 바이러스가 전파가 생각보다 빨라서 온 가족 면역력 증강을 위해 구입했어요. 향도 좋고 맘에 드네요.,2020.02.02,0,1,0.9927805066108704,"['요즘', '코로나', '바이러스', '전파', '생각', '가족', '면역력', '증강', '구입', '향', '맘']","['빠르', '위하', '하', '좋', '들']"
5338,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),지인이 인터네서 산 스틱형 꿀은 엄청 묽었는데 이건 묵직하고 향도 좋아요. 제가 찾던 제품이에요!,2020.02.02,0,1,0.9951627254486084,"['지인', '인터네', '산', '스틱', '형', '꿀', '이거', '향', '제', '제품']","['묽', '묵직하', '좋', '찾', '이']"
5339,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),한포씩 타먹고 짜먹고 좋습니다 :),2020.02.02,0,1,0.992237389087677,"['포', '씩']","['타', '먹', '짜', '먹', '좋']"
5340,5026039,퍼플,쥴**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),간편해서 쥬스할때 하나씩 사용해요.,2020.02.01,0,1,0.978038489818573,"['쥬스', '때', '하나', '씩', '사용']","['간편하', '하', '하']"
5341,5026039,더퍼플,정**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),하나씩 뜯어서 사용하니 편리,2020.02.01,0,1,0.9814583659172058,"['하나', '씩', '사용', '편리']","['뜯', '하']"
5342,5026039,퍼플,심**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),부모님 당떨어지지 않게 호주머니에 넣어드렸어요,2020.02.01,0,1,0.9890825748443604,"['부모', '님', '호주머니']","['당떨어지', '않', '넣', '드리']"
5343,5026039,퍼플,최**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),한봉 넣고 견과류 넣고 오븐에 구워먹으려고 같이 삿어요~~,2020.01.31,0,1,0.9923231601715088,"['봉', '견과', '류', '오븐']","['넣', '넣', '굽', '먹', '삿']"
5344,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),요거트에 필수! 근데 감귤맛잘안냐용!참고하세용,2020.01.30,0,1,0.5382852554321289,"['요거트', '필수', '감귤', '맛', '참고']","['안', '하']"
5345,5026039,퍼플,채**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),요리에 사용할 때 일반 꿀은 보관하기 어려웠는데 개별포장 되어 있어서 편하고 좋아요,2020.01.29,0,1,0.9888311624526978,"['요리', '사용', '때', '일반', '꿀', '보관', '개별', '포장']","['하', '하', '어렵', '되', '있', '편하', '좋']"
5346,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),스틱형이라 편하네영 맛도맛있어용  근데 감귤맛도 같이 샀는데 비슷한거같아옹?,2020.01.29,0,1,0.9815627336502075,"['스틱', '형', '영', '맛', '감귤', '맛', '거']","['이', '편하', '맛있', '사', '비슷하', '같']"
5347,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),물에 타먹기 보다는 그냥 먹는 편이에요 당떨어질때 하나씩 먹기 좋아요,2020.01.29,0,1,0.8795912265777588,"['물', '편', '당', '때', '하나', '씩']","['타', '먹', '먹', '이', '떨어지', '먹', '좋']"
5348,5026039,퍼플,송**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),휴대도 좋고 쓰기에도 편리하네요,2020.01.28,0,1,0.9832887053489685,"['휴대', '편리']","['좋', '쓰', '하']"
5349,5026039,퍼플,원**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),맛좀 특이한거 같아요. 신기한맛ㅋ,2020.01.28,0,0,0.7112587094306946,"['맛', '특이', '거', '맛ㅋ']","['하', '같', '신기하']"
5350,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),스틱이라 좋아요  편해요,2020.01.28,0,1,0.9607450366020203,['스틱'],"['이', '좋', '편하']"
5351,5026039,퍼플,전**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),맛있어요 너무귀여운벌꿀스틱~^^ 편리하구 좋으네요~  스무디만들때나 넣기 일인용 딱이에요,2020.01.27,0,1,0.9910951852798462,"['벌꿀스틱', '편리', '디', '때', '일인', '용', '딱']","['맛있', '귀엽', '하', '좋', '들', '넣', '이']"
5352,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),꿀 자주 안 먹는데 양 많은 건 부담되도라고요,2020.01.27,0,0,0.5726949572563171,"['꿀', '양', '거', '부담']","['먹', '많', '되']"
5353,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),도라지쥬스에 넣으려고샀는데 간편해요,2020.01.24,0,1,0.9393853545188904,['도라지쥬스'],"['넣', '사', '간편하']"
5354,5026039,퍼플,조**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),젤 좋아하는 꿀이에요 요거트에 넣어 먹어요,2020.01.23,0,1,0.9874287247657776,"['꿀', '요거트']","['좋아하', '이', '넣', '먹']"
5355,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),회사서 먹기에도좋고 요리할때는 두개이상 넣게되는데 깔끔하니좋아요. 아껴뒀다 들고다니며 먹으려해요. 자리차지안하고 좋아요^^,2020.01.23,0,1,0.9927517175674438,"['회사서', '요리', '때', '개', '이상', '깔끔', '자리']","['먹', '좋', '하', '넣', '되', '하', '좋', '아끼', '두', '들', '다니', '먹', '하', '차', '하', '좋']"
5356,5026039,퍼플,황**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),소분되어 있어서 하나씩 먹기 편해요,2020.01.23,0,1,0.9877343773841858,"['소분', '하나', '씩']","['되', '있', '먹', '편하']"
5357,5026039,퍼플,조**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),간편해서 좋네요 근데 가성비로는 떨어집니다ㅎ 맛은 좋아요^^,2020.01.23,0,1,0.8660554885864258,"['가성비', 'ㅎ', '맛']","['간편하', '좋', '떨어지', '좋']"
5358,5026039,퍼플,박**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),이번엔 감귤꽃으로 주문해봤어요. 감귤향이 나는건가 했는데 그건 아니네요. 그래도 맛 좋아요.,2020.01.21,0,1,0.9870167374610901,"['이번', '감귤', '꽃', '주문', '감귤', '향', '거', '그거', '맛']","['하', '보', '나', '이', '하', '아니', '그러', '좋']"
5359,5026039,퍼플,고**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),감질맛 나요. 뭐 이런 과대포장,2020.01.20,0,0,0.879982590675354,"['감질', '맛', '과대', '포장']",['나']
5360,5026039,퍼플,김*,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),"요거트에 넣어 먹는데, 외출시에도 한두개씩챙겨, 요거트랑 합께 먹습니다. 맛도 괜찮습니다.",2020.01.20,0,1,0.9875134825706482,"['요거트', '외출', '시', '개', '씩', '요거트', '맛']","['넣', '먹', '챙기', '먹', '괜찮']"
5361,5026039,퍼플,서**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),생화같은 향은 아닌데 꽃꿀에서 나는 향긋한? 꿀향이 진짜 조아여,2020.01.20,0,1,0.9810521602630615,"['생화', '향', '꽃꿀', '나', '꿀향이', '조아']","['같', '아니', '향긋하', '이']"
5362,5026039,퍼플,이**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),그릭요거트에 넣어먹으려구 샀어요 스틱포장이라 편리하네요,2020.01.19,0,1,0.9865649938583374,"['요거트', '스틱', '포장', '편리']","['넣', '먹', '사', '이', '하']"
5363,5026039,퍼플,길**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),되어있어서 좋아요 ,2020.01.19,0,1,0.9671363234519958,[],"['되', '있', '좋']"
